reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOG-tuvxRBSsc4ilfVxHoL0mZR9HSW49sM0YXZRJhIzTjix1UelsNeMNeRE0wSkygsrjR36JXU1-sg5C8g,Thomas Legrand,https://play-lh.googleusercontent.com/a-/AOh14GgZJ65O83Kgmn8k3z9vP0xmopb31AmoFNzj6KJv7A,Have to pay for recurrent daily task.. which is the main purpose of that app.,1,3,5.2.0.23,15/07/2020 21:49,"The Recurring Reminders feature is free! You can get multiple reminders for any task, for as long as you need :) For instructions on how to set the Recurring Reminders in in our Help Center: https://support.any.do/recurring-reminders/.  For any questions or assistance, please contact us at https://www.any.do/contact_form.",16/07/2020 11:50,newest,com.anydo
gp:AOqpTOHpf9K8LU37XUWUDBZaha5oBmkZfXzGHL4swlGZxJDAz8lbQbFK1QkqiJiyfYUad47lftOEDbeCN6Ni7A,Eduard Knyshov,https://play-lh.googleusercontent.com/a-/AOh14Gia6M7XHLwo8JXXJvubm9quj_RIgOM1oZb8h8ioKMw,"List sharing sharing is not working. UX is straight from iOS app, terrible",1,1,5.2.0.9,15/07/2020 15:45,"We are unaware of any issues with sharing lists, so that's odd. Please submit a bug report with more details, via your app Settings - Support, so we can look into it. Please note that we are developing the app per each platform accordingly, in terms of Dev and UI/UX, so we're not sure exactly what you are referring to.",16/07/2020 11:41,newest,com.anydo
gp:AOqpTOEMmUviQrZpY7Tltb3K_Ldp63aphWGq0PBslQp4dUHwWY-v9vo5lAJcuoaXspMMsT98TYKYwGDMOs5UGw,Andrej Zirdum,https://play-lh.googleusercontent.com/-ZIgdezwUMzU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckfJ0UyubuGmWWIKuDZiESVJkD6FA/photo.jpg,"Worst app I have ever used, it doesn't do anything.",1,0,5.2.0.9,14/07/2020 14:33,We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions. We'll be happy for an updated review once you get to know the app better :),15/07/2020 14:23,newest,com.anydo
gp:AOqpTOHZBmg6wpG_xgM8nLBElG8GynYKAvbcfwOyoK3Zdlbgv4KeVL1zE_fJDaivnR9SNm-pYb47dcW3LwJC9w,Jihat akion,https://play-lh.googleusercontent.com/a-/AOh14GglTB3LA2tfSXB9PpPWR3PjeITO1qnWVPGuIHbkdw,Raben nat s7,1,0,5.2.0.9,13/07/2020 01:44,,,newest,com.anydo
gp:AOqpTOF2nGE_-44wuG9_HZ7VVZmFzYi94WulSHlmlufN1h4UV5SlW4Fl5HjJRUlFzxIG9IG-gVS7ABZHoW3Ykw,Marc Santos,https://play-lh.googleusercontent.com/-Q_dZJH_k8sk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclNvupIeD2y84VgMaPS0APPh8417w/photo.jpg,First thing that happened upon opening is asking for payment. Good job.,1,0,,12/07/2020 18:23,"90% of the app is completely free, and we allow our users to enjoy all core features for as much as they wish without a requirement to upgrade :) The Premium ad only shows up when first opening the app, and when clicking on a Premium feature. You can opt out by clicking on 'No, Thanks'. For any questions, contact us at- www.any.do/contact_form",13/07/2020 12:24,newest,com.anydo
gp:AOqpTOFvFOgqG10O2oWslfPKRrPsel03Nb7--S018NH5MF5YgasH49JwNsxuk_oqdmHzCCbK-OZCNM-LTNeqZw,Arthur Nystrom,https://play-lh.googleusercontent.com/-_2J8hzNNCqM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn8Qwb7HleYP-bAAxc1xsiIMsrr6w/photo.jpg,"I do not have much to say in regards to the app itself. It seems to function fine, but it was not the calendar app that I needed. The reason I am giving it 1 star is because I canceled my subscription and account within the seven day free trial and still got charged the yearly rate. The problem has been reported to the company. I will keep this review updated with any action from Any.Do. UPDATE: The gist of the problem is this. Any.do makes it very difficult to find out how to cancel the sub.",1,0,,11/07/2020 00:11,Our policy and TOS are completely transparent and can be found in the Help Center and our main page. We provide users with a full 7 days trial to test the app with an additional 48 hours for a refund- upon the user's authorization via the app and Google Play. For any questions please contact us at https://www.any.do/contact_form,12/07/2020 13:33,newest,com.anydo
gp:AOqpTOEtpLcODD_NZOBqR1N7DBbaLdw3Gyz3v3xZAp19HgHc4QKSUlOZSrGzvZP6Kqdyp3Gzea5ClRMAAR97LA,Mad Scientist,https://play-lh.googleusercontent.com/-kIZF4kMt6yY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmwA7gReRuPOSf5M2JgdR1nMjrYfQ/photo.jpg,"Unable to register with an email. Clicking""continue with email"" will just take you to a login page. Complete waste of time. I searched them first three pages of Google for a solution and found nothing. Found no solution on their help section. I don't want to register with Facebook or Google. If you include a feature, make sure it actually works.",1,81,5.2.0.9,10/07/2020 23:29,"We are unaware of any issues with signing in to the app using email, so that's odd. Please make sure that you are following the instructions provided on our Help Center here- https://support.any.do/account-and-profile/. If you're still experiencing issues, please contact us at- www.any.do/contact_form, and we'll be happy to look into this for you.",12/07/2020 13:32,newest,com.anydo
gp:AOqpTOGZhh75np0NMmC73LOuFvPhDqBwQsKr67YRz4kY7pijf32-EVF60Bg-UvatfzV9Ac3XFVEKa_uv_reydA,Mohamed Mousa Hassan,https://play-lh.googleusercontent.com/a-/AOh14Gi2jBHh8XCqObp_SneTSKU_d0VSSyrg4GwQjFGW,"My backup is gone, very important data deleted",1,1,5.2.0.9,09/07/2020 10:47,"Hi Mohamed, please make sure that you are logging in with the same Any.do account on all platforms. If you’re experiencing any issues, please contact us at- www.any.do/contact_form, and our team will be happy to look into this for you.",09/07/2020 14:21,newest,com.anydo
gp:AOqpTOGG5EdQ69VnyUoJ2bJ4jB_hWqNeLh9nZ-ULOVzV-ZWN0kzqlWbjoL3bbAm6T1NX-uCodpxo5BXUO5MuKA,Sergey P,https://play-lh.googleusercontent.com/a-/AOh14GgVZCVhMVKuKQCcDSIhbey0DGpV13TXk1Z85uA69Xo,"Any.Forget... Had an instance of daily repeating event, that I have marked as complete today and somehow it did skip the next day and only proceeded to the day after. Kind of ""daily event with some days skipped"". So useless to me as can't be trusted for notifying about daily routine tasks. P.S. don't tell me I don't know how to setup a recurring event!!",1,16,5.2.0.9,08/07/2020 15:07,"Our team will be happy to look into this issue for you, should you submit a bug report via your app Settings - Support. You may also contact us at - https://www.any.do/contact_form",09/07/2020 13:49,newest,com.anydo
gp:AOqpTOFP7H5aFBDA-Bd_w7e2A-19zZffNJbbH1OL-CYTpS_AhPFjabdnQ3JduZX5wHjA8097YAaNUHcRGl-KcQ,Jay Nishimura,https://play-lh.googleusercontent.com/a-/AOh14GhJ7q3H4t2UIn8D7QN81ocTQ-4SuOftgau7B6jXOg,"It works okay, But I did not consent to subscribing at $28/year subscription. I thought I purchased it until I saw that it was renewed for an additional $28. It's definitely not worth that price. Very angry and ripped off. I got charged twice for something that I thought I bought outright. I will never buy anything from them. Ever",1,30,5.2.0.9,06/07/2020 15:21,"A payment can only be made upon the user's authorization. If a user doesn't cancel the subscription in order to notify Any.do that he doesn't want to keep Premium features, the subscription will automatically renew into a yearly subscription as stated on the upgrading screen. For subscription questions please contact - www.any.do/contact_form.",07/07/2020 16:31,newest,com.anydo
gp:AOqpTOGltuZ6kbrt98DWzYeDKY6tVbzSguvS9ZW3pg2KmAfR0FjlVPnmLL7H4LyvFpDXqBN2dryCy5L5jUzhbg,Rupali Mahato,https://play-lh.googleusercontent.com/a-/AOh14GgJ4UlD5ouAvuu0acTAV0TyDEOnPxhJHVqMfqQJGw,Very slow app it took me 10 min just to start the app....,1,1,5.2.0.9,06/07/2020 09:03,"We are unaware of any issues with the app not loading correctly, so that sounds odd. Please send us a bug report via your app Settings - Support, we will be happy to get to the bottom of this for you.",07/07/2020 16:21,newest,com.anydo
gp:AOqpTOGMcJ_6EB3ZVTXbXxmTRwhU65iyDGoSDCKk5SJzWp0vByeA3m0w1Ov--z-loOM5_heXqO_aeg1xIgSkEQ,M Khan,https://play-lh.googleusercontent.com/-om5m2NmNEUU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckpqHcaGoyDUsYyeL3n8caPGthkOg/photo.jpg,"Updates made that are not fully tested. They need to add option to revert back to the olddd verison. that was simple to use, but most importantly it worked.",1,18,5.2.0.9,05/07/2020 19:57,"What do you find troublesome about the update? We'd love to get your feedback about what specifically you liked or disliked about the new update, by writing to us at https://www.any.do/contact_form. We're constantly trying to provide the best possible app for our users, and feedback like yours help us do so.",07/07/2020 16:12,newest,com.anydo
gp:AOqpTOEpxnNVoVtrGnltiF_9_8cR6kSByy00vgKJ-Jsgs9QC5Z9aZna81E0bHcjr5aYamZSk3mwk2mk1URpWTg,Marcelo Sison,https://play-lh.googleusercontent.com/-ZVIcSoQiK7w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckhdAKj2rpgRyphhfsoGeZZxHcz3w/photo.jpg,Anydo,1,0,,05/07/2020 17:06,,,newest,com.anydo
gp:AOqpTOF1YR5fmGWeSRw4r4KzRuStiVnrTHhjbXmiPVGY5f1FZ3Gq1q76QwkPsZGEeBZczZFjsPyMeCGkgyXNmg,Virtual Bowler,https://play-lh.googleusercontent.com/a-/AOh14Ggj7M83CKa4qKVgDL5nwOV6Th_hZy_VK7fsPYwh0g,"App loding ke baad peese maang raha hai, pahle bataaye , data kyo kharaab karwaya",1,0,,04/07/2020 04:19,We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions.,07/07/2020 16:04,newest,com.anydo
gp:AOqpTOEF7Dt1m_v8AlD_EcsuXBiLKDZJxNANOVM8ohAOcjfS9A7W-1f5jIr7FA2PtnMTBR2e1mhX8WeG_9qTjQ,Tom Larkin,https://play-lh.googleusercontent.com/-rQ0FefEbngc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucltJbXJ1k2kHz-RhM3Ksn2FE1OXvw/photo.jpg,"Ruined the app by trying to get too fancy. My wife has also become frustrated with it. She has had it since it started and now struggles with it. You should be able to add a task then go straight to set time/day. But instead, you have all the other short cuts there that really aren't.",1,11,5.2.0.9,03/07/2020 22:50,"Please note that we've recently released a new feature called Smart Type, which allows you to add a task using natural tongue, and determine the Reminder date automatically. You can simply set the reminder by clicking on the bell icon. For any questions or assistance, please contact us at https://www.any.do/contact_form.",07/07/2020 15:59,newest,com.anydo
gp:AOqpTOHuXUR_KwsM09L_oqLw03NNS33YGIxle53ZCJcmixAWI55ywWP_wHyO43KQHw5ET1SCi_AIrc8boowd9A,ziajutt sports,https://play-lh.googleusercontent.com/a-/AOh14GjdRiP_WStCOoxkZJ5DnjCWTcvnzV_Ye_sNFEFU,I could not have any expirions about this app,1,0,5.2.0.9,03/07/2020 21:36,"We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. In case you need any assistance, you are welcome to contact us at https://www.any.do/contact_form and we will be happy to answer any question.",07/07/2020 15:51,newest,com.anydo
gp:AOqpTOGfTIqKLHA3POIw_BwCBZfSTEaanm-kuvqRY-uLntWevjVt6kIaM0_NIzJ32S3cJEX74bluTROxcmRceQ,Jessica Harris,https://play-lh.googleusercontent.com/-9lq1sNRQP7c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm_U5_gGg3F1Cb9XaxZ6eB-nYfudA/photo.jpg,Terrible App. Don't waste your money.,1,0,,03/07/2020 18:37,"Sorry you feel this way. Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",07/07/2020 15:46,newest,com.anydo
gp:AOqpTOEP56n1siFGvNIku3Yx0mJFGSnV2RE15j63fHF2N4CjkwH7QlAesjfjfqv0dwfsa-LDL4-pnwzjt1HjDQ,fatma şahin,https://play-lh.googleusercontent.com/a-/AOh14GgxGI43UWt2EyGJ08hjfJJLkcZcOMqGIXQtd8ri,I couldn't use it,1,0,,03/07/2020 16:47,"Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",07/07/2020 15:46,newest,com.anydo
gp:AOqpTOEBLKwuqdtHSgWfKtQZYrRPik3a2qyuDF-jqmrvKKypjp9tTOK_p3Ug1YFP_A6xiAzet1PAPU_b0bpXOg,Stuart Beaty,https://play-lh.googleusercontent.com/a-/AOh14GgAV5U-Sb2QYqzxAmM7N5Mo4Fk_YGZzkgEpP10LAQ,Looks like a pretty good app but it doesn't sync with Alexa. Which is the main reason I installed it. Shouldn't be this difficult.,1,0,,03/07/2020 03:27,"Please make sure that you have connected Any.do with the Alexa skill as explained on our Help Center at- https://support.any.do/alexa-skill/. If you're still experiencing any issue, please submit a bug report via your app Settings - Support so our team can look into it for you!",07/07/2020 15:40,newest,com.anydo
gp:AOqpTOHez3aprgB9oaHaQsCl8FTi5aXbI6whSDNccZAjcS77iXELX9RhAGCYzdnfSWVbkrMlVNeoxNKrPiG4Qw,Gints Gabalins,https://play-lh.googleusercontent.com/a-/AOh14GgbmpZCjzu-2MmN8t5oWWKXrtsDmw5K_xd0M5F3,"Forces you to sign up and use credentials, uninstalled.",1,0,5.2.0.9,02/07/2020 22:26,"The app is account-based for years now, in order to sync and save all tasks on our servers - making sure that all information is available 24/7 across all platforms. For further assistance, feel free to contact us- https://www.any.do/contact_form",07/07/2020 13:48,newest,com.anydo
gp:AOqpTOF2tSSZAeBvydeWYYmPkhJ50vBpbx34iBlpK4hMZi6qiWxY3zRnWngf_8DBdytlyA0a8Pd8uIlM6vkKxg,Fardin Nazari,https://play-lh.googleusercontent.com/a-/AOh14GgXCN7DbfFDNfwoyrbEjtkHQJHSbaK-zZ8djWni,Hf,1,0,,02/07/2020 11:56,,,newest,com.anydo
gp:AOqpTOFpIVs_kRHtuXlO55bVyFFH99K_oRRGK2jisdSKKLrX4oi-eyLMqRFQTry0-XhKN5wessPXdZgWgfPHNg,Danuta Meissner,https://play-lh.googleusercontent.com/a-/AOh14GiBcSPUer8w_to0V2C5Efdd43STGT0E9nM9aFOb,Most useless app ever used! Very difficult to save anything or find anything! Put some tasks didn't get any reminders so didn't do it! Erasing this nonsense Can't even save this review,1,2,5.2.0.9,30/06/2020 14:30,Sorry you feel this way. We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions.,01/07/2020 13:10,newest,com.anydo
gp:AOqpTOEbIfrkBGCIghndTCDq1pGIUpligMP2rk9g2Y6lJTguMdWt9StGE5ReeP7bbWkA0hID7AXGy1Q4MHM_Kw,Tristan Williams,https://play-lh.googleusercontent.com/a-/AOh14Gg8g3Ve1ABtorkCJslPBzIGIMnnEXArWqlDjHW_Dx8,Its a great app but I dont receive any events notification although I have allowed the notification to come through from this app. I really don't understand why because I have set everything correctly.,1,0,,28/06/2020 09:01,"We are unaware of any issues with the Notifications, so that sounds odd. Please send us a bug report via your app Settings - Support, we will be happy to get to the bottom of this for you.",01/07/2020 12:49,newest,com.anydo
gp:AOqpTOEJGqlC-ERt92lxgMKIsfl7URaQOFl_sYEgKRqnayN_jGeIFO1OHwrOdOYO0UayVljQNUJn3XmlDZpgWA,biru Kumar,https://play-lh.googleusercontent.com/a-/AOh14GjvZ4U2GHD1Z9OO1FfCI8S4HhK_Nb3BnqJHJilwwg,Virender.kumar,1,0,,28/06/2020 07:51,,,newest,com.anydo
gp:AOqpTOECW8_nPId4RrE-GVEWwekM2X8Z_P2mpTgicn8JjlxEmVA0RHBBuvlLq7AJhtF54t86VH-qiGz2F0phZA,N Ifrah,https://play-lh.googleusercontent.com/a-/AOh14GhkACyttB_lsvKWApo3GkbSa-cj5_QybcxmysWE,Useless,1,0,5.2.0.9,27/06/2020 14:34,Sorry you feel this way! We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions.,28/06/2020 12:37,newest,com.anydo
gp:AOqpTOGIVeiigWxTAiWLrrXBPrMu4_tfrAQTQHftzcEOO8cZSVlCpqgCEozLNfY068PllxYmgvzaLw1lePxVcg,kapil kalal,https://play-lh.googleusercontent.com/a-/AOh14GiVgKs-xllNsQRvdKlEOzvjHhRAvpb3EwRoh9IzfA,Price is high,1,0,,27/06/2020 09:19,"We ensured that Any.do would be fairly priced by basing our cost on standard business models for the industry. If you don't want to upgrade, then you can continue to use Any.do for free for as long as you would like. For assistance you are welcome to reach out to our Customer Support at- https://www.any.do/contact_form.",28/06/2020 12:32,newest,com.anydo
gp:AOqpTOFWlGEoehro55U6o_46q26F98AMiWj_MLs7b8h-M5VQ6WvGOvT77HnKUMkIeQ6Iv-PvvFq-SLKIAXm62g,thakur swaroop singh,https://play-lh.googleusercontent.com/a-/AOh14GhvZ8vG9CTjA1BoJj6roqrWYOJl-eWYsVuDhOHfNQ,"Under subtitle *security* ""However, please note that we cannot guarantee that the information will not be exposed as a result of unauthorized penetration to our servers"" Sorry no thanks.i just downloaded but after reading privacy policy i prefer going thru •Google official •one & app like calendar required lot of access ,&i personally don't wanna bleach my data like this..btw the tq for placing the info it to let us know :)",1,1,4.17.0.2,26/06/2020 12:52,"Your data is safely stored and cannot be accessed by unauthorized parties. Our host, Amazon Web Services is trusted by numerous corporations and all transportation is encrypted. We fully comply with GDPR regulations and our co-founder and VP of Engineering is a security veteran who keeps up to date with the latest security requirements and tools.",29/06/2020 12:07,newest,com.anydo
gp:AOqpTOFJT8mGwVV8ExW_jkHnG3IU7t6T6dCRi7olMVkT9czf3bVYTzw6LCSmy0gQmzCdJhVu5qVqQfAbJOilLA,MARK SAPINORO,https://play-lh.googleusercontent.com/-L3TVqm2D60c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclz0y-WBigCQhqdu52GKn_eIZHjHg/photo.jpg,Bad app,1,0,,25/06/2020 22:38,"Sorry you feel this way. Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",28/06/2020 12:15,newest,com.anydo
gp:AOqpTOHt1yIWNk9FZEYMKQacTfGc3CrQduGNMrtWeULzdM283GNBS1tvCtzHL1JH4AV-9-_22sVNhguFZTA23Q,Dharmesh Timbadia,https://play-lh.googleusercontent.com/a-/AOh14GiXMLHIcuZ0l0au5mN4WI0i2vgcm1TbU7JerA8b3w,Tried doing all the settings as per ur guidence.. but app is not supporting popups in lock screen.. everytime I have to unlock my screen to check the event..,1,0,,25/06/2020 13:22,"Hi, due to new restrictions from Google, the popup on Android Q (Android 10) was disabled. To re-enable the pop up, go to your device settings- Apps & Notifications- Any.do-Advanced Settings- and enable all notifications types. If you're still having issues with your reminders, please submit a bug report via settings - Support, so we can assist!",28/06/2020 12:10,newest,com.anydo
gp:AOqpTOEkVi7b_M5rZuI51UMWdsQ482kqbVCmCf0aC8x7el9MkB2-dV8QDG-JqZ213ZQ2_4lelWbD5-bK3dI23w,William Cerbone,https://play-lh.googleusercontent.com/-SYilCiZjbiM/AAAAAAAAAAI/AAAAAAAAA14/AMZuucmVkGvglcivcUr0cXqDJzwWzRZOWw/photo.jpg,"This is an overengineered list keeping app that I hate. I kept it for years in spite of that because I was in the ecosystem, but today it locked me out of my grocery list so good riddance. No i don't need it to take thirty seconds to boot up my grocery list so that your algorithm can tell me how to most productively plan my day by sorting my grocery list in order of the order I entered each item. I do not need an any.do minute.",1,0,4.10.6.1,24/06/2020 22:38,"Any.do Moment is a daily planner that makes sure you stay on top of your most important tasks, though it has no relation to the Grocery items. You can disable Any.do Moment at any time from the app’s Settings, and also customize when the alert is active. To learn more about this feature please visit- https://support.any.do/any-do-moment/",25/06/2020 12:15,newest,com.anydo
gp:AOqpTOHCAPvjQQqcferseh0D-xU0-8CggXcwAsc6-rnc7_fVj6bdacX5H-Z1RtA-HgRR49iTCUftfWun9ufk_Q,Pozz Kem,https://play-lh.googleusercontent.com/a-/AOh14GjuJa0j3WHVf7d2F5l50khr5xAzyKCbQkHy4iQ,KimHong,1,0,,22/06/2020 10:19,,,newest,com.anydo
gp:AOqpTOHsdXEIUwBuOzXS4QIdISPLlADY12Z6QROJ5rDvfy6NbnAhD1EV8AFgVu26cZ5kcmpS5ILxWknxitoCzA,mass sams,https://play-lh.googleusercontent.com/a-/AOh14GiPrJyItkVTqq-hDG1fbbxbNgpy4ZaYEkM_78aW,I hate this app 😡😤😤 as soon as I downloaded it my phone was hanging 😠😠😠😡😠😡 😠,1,0,5.2.0.9,22/06/2020 09:09,"Sorry you feel this way. We are not exactly sure what you are referring to. For assistance with any issues, kindly contact us at- https://www.any.do/contact_form, and we will be happy to look into it for you.",22/06/2020 12:57,newest,com.anydo
gp:AOqpTOGVlFENw2c_TTet8Vpvbe7p9kzV2HtQidP17nzZ3dXp4aikKxMJGXwCqVeqb1rAD7LGOh5jPy5KjkmXNw,Anders Majlof,https://play-lh.googleusercontent.com/a-/AOh14GgLPwaUWZntf1Ikv6R9DWil3a4Moykvc8ilEdWYMw,"Monthly fee for Dark mode, really? I could accept a one time payment for such a feature but not monthly.",1,1,5.0.0.10,22/06/2020 04:23,"Please note that Any.do offers several plans (https://support.any.do/premium/), while 90% of the app is completely free. Be advised that the dark theme was a part of the original Premium plan a few years back, however, we are working on adding it to the standard version in the near future, so keep an eye out :)",22/06/2020 12:54,newest,com.anydo
gp:AOqpTOEMxz5i5sqw58Yx1ehknyLrI3p57F0eYYb3nUFaZeJEgW0AEArnELKOCRYt9G7LpHMPQq2HGdnLSSQIpg,John Zachar,https://play-lh.googleusercontent.com/a-/AOh14GjzpeCys-7lhuF3uNstY5ywOi6ATAIZSSAmw8fdrwE,"No Grocery widget, Ridiculous... The task widget is confusing, I just want to be able to add stuff simply on the fly.",1,3,5.2.0.9,21/06/2020 21:34,"The suggestion you posted has already added to our UserVoice forum, and you are welcome to vote for it here: https://bit.ly/2V75tZh. As per the widget, you can choose the Minimal one, which only has buttons for adding tasks by voice or typing. You are welcome to learn more about it on our Help Center at- support.any.do/widgets.",22/06/2020 12:50,newest,com.anydo
gp:AOqpTOHjUMRMb2JsvqX1KGZ5soIbOXBa9QnuQwcP9e7rS8yjPI8NR3-XdmCoI-CkgCp8_OTnQ3CjC9HcDoQmaQ,aditya mehta,https://play-lh.googleusercontent.com/a-/AOh14GjrvmgZohIwgjSaYs4gBo-wyetxiZqH6r0QB5ksjw,This app has Malware.,1,0,,21/06/2020 19:57,"Any.do is trusted by millions of users, and we certainly do NOT use or develop any malware. If you're experiencing a specific issue, let us know at- https://www.any.do/contact_form, so our team can look into it for you.",22/06/2020 12:42,newest,com.anydo
gp:AOqpTOFZmLUVhANuL9ATyfuniDcfFZztpejlET7wnl2cDUtOyeuUX8nsy60YQdfxc_aR0TFQyu2eBoPgXOPaFQ,Caitlin Nankervis,https://play-lh.googleusercontent.com/-O_dC8uP-U6A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclKMNGLFh7VNqZrqEeLHge7GbvweQ/photo.jpg,"Not happy, app just asked me to 'sign in' and now has deleted all my previous reminders. I had reminders set up for throughout the rest of this year and now I don't know what they were. You've put me off using your app now, what's the point if it's not reliable!!!",1,2,5.2.0.9,21/06/2020 16:14,"Hi Caitlin, it sound like you might have registered with a new account. Keep in mind that the app is account-based in order to sync and save all tasks on our servers- so all information is available 24/7 across all platforms. For further assistance, please contact us at- www.any.do/contact_form, and we will be happy to look into this for you :)",22/06/2020 12:36,newest,com.anydo
gp:AOqpTOG-0l7ReG3MUKihsu8KtnmA4IhnGPn8xo6cHC9g3uW0lJTR3UywV3ZWNJl0TYQGv6wuoLfY_cfJtUDrZg,Damien King-Acevedo,https://play-lh.googleusercontent.com/a-/AOh14Gic6_eEwVuVfXmfEjKhRdoGn2rk4roqFmBFkioEFg,Not Making an Account!,1,0,5.2.0.9,19/06/2020 11:45,,,newest,com.anydo
gp:AOqpTOFddNJuP9q7s8DuAlM9aYYncAzV0_3RLOBRtQahOyogLNtNeeuUQGxvM_behYxyhjSap2aH6KW5VSX82w,Amir Ben Aroia,https://play-lh.googleusercontent.com/a-/AOh14GgvkqjaQU9C1cvvkznyFFC200dxl99dDYRvOTLV8To,"I was a customer of Any.Do for a while and on March 2020 i clearly asked them NOT to renew my subscription as i found a different company to provide me task manger services - Todoist. More than that - i even consult with Any.Do technical support team how to transfer my database to Todoist and over the phone, i ALSO remind them to cancel it. I received the cancellation notice and I DID NOT ask them to renew/continue any of Any.Do services. More than that - i also have the Invoice from the company i moved my services, Todoist, for the same period of time that Any.Do charged me for. After i tried to contact Any.Do they refused to refund me. Therefore, i let you and everybody to know that I WILL NOT USE ANY OF ANY.DO services anymore and recommend everyone that read this post DO NOT USE ANY.DO SERVICES or you taking a big risk that something like that will happen to you as well.",1,2,5.2.0.9,18/06/2020 16:15,"Our Support Team has already addressed this Amir. We do not see any correspondence regarding the cancellation of your plan from March. You did send a general request about exporting lists but failed to send proof regarding the cancellation. Should you send one our team will gladly re-consider this. Otherwise, we stand by our TOS as explained to you",21/06/2020 16:54,newest,com.anydo
gp:AOqpTOFI9kMoNbYugrSj8xxN0lM_HSjbpb2h2bZiLSaoUKyjZc3MEeMVXeNiZlPzolw9zl2IHDAa1cV7qwgVAQ,Skip Bieber,https://play-lh.googleusercontent.com/a-/AOh14Gjci8Jmy27gEgyQS8yX6F0EhIuHitbBGhgPiT-Y,"EVERY service I attempted to connect (Gmail, Gtasks, google calendar,) timed out during setup (oops error). Been 2 days and still no reply from support. Device is Samsung S9 with Android 10.",1,5,5.2.0.9,18/06/2020 06:56,"Please make sure to follow the instructions provided on our Help Center- https://support.any.do/. From checking our records, we couldn't see a ticket that was opened under this name. Kindly contact us at https://www.any.do/contact_form, or submit a bug report via your app Settings - Support, so we can get to the bottom of this for you :)",18/06/2020 12:36,newest,com.anydo
gp:AOqpTOF9YA3-_fyJH6gNMaZfBA2q15M5hmi3rZZQCTrLW67pan__JG0ZEgprBM4gxo5rwvRoAJF24jE1H9OozA,Hyco Syco,https://play-lh.googleusercontent.com/-jkSAtJDkCE8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmDl_duXJ0kXLmwW_aN0Ig3ATB_5g/photo.jpg,"This app used to be great when paired with Alexa. Every once in awhile the sync would break but disabling the app and relinking the account would fix the issue. This has not been the case for the past several months. Any.do it is no longer syncing with Alexa and based on the reviews of the Alexa app it is affecting a lot of people, has been ongoing for weeks, and there doesn't appear to be a fix coming. Going to give anylist a try to see if it works with Alexa.",1,0,4.15.9.6,17/06/2020 23:02,"Sorry about that, our team is currently working on a fix for this. Please submit a bug report via your app Settings - Support, so we can assist you with any further questions.",18/06/2020 12:17,newest,com.anydo
gp:AOqpTOG91LC2wkigsE2J1ziIo1K6Pn8uUvu8j2eIfVwc4j_D1DrcFh0eRUT2x3a1HFMFU2eVAVaUt5oSca03jg,Sujit Daware Patil,https://play-lh.googleusercontent.com/a-/AOh14GjQSchz5jubRxx8-7lQdMwjt852vn9Z_-LSnQHkKW8,I dont know..why people appreciate this app..not user friendly...,1,0,5.1.2.2,17/06/2020 15:57,"Hi, we designed the app to be a great method to add tasks quickly, we try to help you out as much as we can, so you can be as productive as you can be! We recommend checking out our help center to learn about all our features here: https://support.any.do and if you have any questions, please let us know at https://www.any.do/contact_form",18/06/2020 12:10,newest,com.anydo
gp:AOqpTOEC74VCtn4d4w7iaRY42sO6dtraOFF6oq3iRsSYuRHgy7BUCH0s9xKg3EpxGBF8iKv6m0WdKFtPnG6flw,Kevin Tomines,https://play-lh.googleusercontent.com/a-/AOh14GhPTzBwr32gfA8m-shslCWLafq4ijik6JV7PoXrSA8,Time setting is so dumb. Fix it,1,0,5.2.0.9,16/06/2020 23:27,"Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",17/06/2020 12:21,newest,com.anydo
